name,slug,full_name,type,publisher,description,source,popularity,star_count,pull_count,filter_type,certification_status,categories,operating_systems,architectures,logo_url,created_at,updated_at
googlecontainersmirrors/glbc,googlecontainersmirrors/glbc,googlecontainersmirrors/googlecontainersmirrors/glbc,image,googlecontainersmirrors,nan,community,0,0,347,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 23:56:15.245765+00:00,2018-03-15 00:01:54.829514+00:00
googlecontainersmirrors/prometheus-to-sd,googlecontainersmirrors/prometheus-to-sd,googlecontainersmirrors/googlecontainersmirrors/prometheus-to-sd,image,googlecontainersmirrors,nan,community,0,0,375,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-17 18:53:48.003741+00:00,2019-12-21 11:42:40.783363+00:00
smallimprovements/google-cloud-storage-mount,smallimprovements/google-cloud-storage-mount,smallimprovements/smallimprovements/google-cloud-storage-mount,image,smallimprovements,Copies app engine logs from a cloud storage bucket to a local dir,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2015-12-09 13:58:04.242882+00:00,2018-03-27 09:18:58.242605+00:00
googlecontainersmirrors/k8s-dns-dnsmasq-amd64,googlecontainersmirrors/k8s-dns-dnsmasq-amd64,googlecontainersmirrors/googlecontainersmirrors/k8s-dns-dnsmasq-amd64,image,googlecontainersmirrors,nan,community,0,0,337,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:13:40.294142+00:00,2018-03-16 03:14:30.975943+00:00
femtopixel/google-chrome-headless,femtopixel/google-chrome-headless,femtopixel/femtopixel/google-chrome-headless,image,femtopixel,Google Chrome Headless - Docker Image (Multiarch),community,0,6,0,community,not_certified,[],['Linux'],"['386', 'x86-64', 'arm']",nan,2017-11-09 11:40:09.240948+00:00,2022-04-08 01:08:14.258113+00:00
googlecontainersmirrors/ingress-gce-glbc-amd64,googlecontainersmirrors/ingress-gce-glbc-amd64,googlecontainersmirrors/googlecontainersmirrors/ingress-gce-glbc-amd64,image,googlecontainersmirrors,nan,community,0,1,315,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:11:26.346776+00:00,2020-02-25 12:11:11.819256+00:00
ruippeixotog/google-musicmanager,ruippeixotog/google-musicmanager,ruippeixotog/ruippeixotog/google-musicmanager,image,ruippeixotog,The official application for uploading music files to Google Play Music,community,0,9,0,community,not_certified,[],['Linux'],['x86-64'],nan,2014-10-16 22:07:17.011476+00:00,2019-06-01 10:18:25.930266+00:00
googlecontainersmirrors/debian-iptables-ppc64le,googlecontainersmirrors/debian-iptables-ppc64le,googlecontainersmirrors/googlecontainersmirrors/debian-iptables-ppc64le,image,googlecontainersmirrors,nan,community,0,0,341,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 11:07:41.001579+00:00,2019-11-14 11:28:21.486548+00:00
googlecontainersmirrors/debian-iptables-amd64,googlecontainersmirrors/debian-iptables-amd64,googlecontainersmirrors/googlecontainersmirrors/debian-iptables-amd64,image,googlecontainersmirrors,nan,community,0,0,378,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 11:00:53.647814+00:00,2019-11-14 11:27:56.135274+00:00
boiyaa/google-cloud-sdk-nodejs,boiyaa/google-cloud-sdk-nodejs,boiyaa/boiyaa/google-cloud-sdk-nodejs,image,boiyaa,Google Cloud SDK w/ Node.js,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-04-20 10:50:09.335224+00:00,2018-11-28 07:01:18.671228+00:00
googlecontainersmirrors/nginx-slim,googlecontainersmirrors/nginx-slim,googlecontainersmirrors/googlecontainersmirrors/nginx-slim,image,googlecontainersmirrors,nan,community,0,0,326,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-17 17:32:14.682603+00:00,2018-03-17 17:36:19.898816+00:00
chekote/google-cloud-sdk,chekote/google-cloud-sdk,chekote/chekote/google-cloud-sdk,image,chekote,nan,community,0,0,0,community,not_certified,[],['Linux'],"['x86-64', 'arm', 'arm64']",nan,2021-03-24 20:02:45.070525+00:00,2022-03-10 22:20:07.837780+00:00
googlecontainersmirrors/federation-controller-manager-arm64,googlecontainersmirrors/federation-controller-manager-arm64,googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-arm64,image,googlecontainersmirrors,nan,community,0,0,317,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 21:09:52.987863+00:00,2018-03-14 21:12:56.741638+00:00
googlecontainersmirrors/federation-controller-manager-ppc64le,googlecontainersmirrors/federation-controller-manager-ppc64le,googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-ppc64le,image,googlecontainersmirrors,nan,community,0,0,283,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 21:13:05.740845+00:00,2018-03-14 21:15:47.266830+00:00
googlecontainersmirror/kube-apiserver,googlecontainersmirror/kube-apiserver,googlecontainersmirror/googlecontainersmirror/kube-apiserver,image,googlecontainersmirror,nan,community,0,1,299,community,not_certified,[],['Linux'],['x86-64'],nan,2020-04-07 09:35:01.377298+00:00,2020-07-22 07:19:50.007200+00:00
kolyadin/google-pagespeed,kolyadin/google-pagespeed,kolyadin/kolyadin/google-pagespeed,image,kolyadin,Handy image for getting google pagespeed results in a docker way,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-05-15 23:02:14.232047+00:00,2018-08-13 18:37:08.772359+00:00
googlecontainersmirrors/federation-apiserver-arm,googlecontainersmirrors/federation-apiserver-arm,googlecontainersmirrors/googlecontainersmirrors/federation-apiserver-arm,image,googlecontainersmirrors,nan,community,0,0,336,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 13:47:43.794632+00:00,2018-03-14 13:51:12.705407+00:00
googlecontainersmirror/kube-proxy,googlecontainersmirror/kube-proxy,googlecontainersmirror/googlecontainersmirror/kube-proxy,image,googlecontainersmirror,nan,community,0,1,323,community,not_certified,[],['Linux'],['x86-64'],nan,2020-04-07 09:31:49.933879+00:00,2020-07-22 07:19:46.347772+00:00
jmaitrehenry/google-cloud-sdk,jmaitrehenry/google-cloud-sdk,jmaitrehenry/jmaitrehenry/google-cloud-sdk,image,jmaitrehenry,Add Docker cli to google/cloud-sdk:alpine,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2017-06-27 21:03:55.801979+00:00,2018-10-23 01:12:09.762042+00:00
fixl/google-cloud-sdk-emulators,fixl/google-cloud-sdk-emulators,fixl/fixl/google-cloud-sdk-emulators,image,fixl,Google Cloud SDK Emulators: https://gitlab.com/fixl/docker-google-cloud-sdk-emulators,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2019-07-17 09:26:47.767040+00:00,2022-04-06 19:06:09.470375+00:00
googlecontainersmirrors/k8s-dns-kube-dns-amd64,googlecontainersmirrors/k8s-dns-kube-dns-amd64,googlecontainersmirrors/googlecontainersmirrors/k8s-dns-kube-dns-amd64,image,googlecontainersmirrors,nan,community,0,0,267,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:24:53.533575+00:00,2018-03-16 03:26:47.274311+00:00
sinedied/googlehomekodi,sinedied/googlehomekodi,sinedied/sinedied/googlehomekodi,image,sinedied,Control kodi via Google Home / Assistant,community,0,10,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-01-02 19:14:01.393604+00:00,2020-01-07 11:59:06.294477+00:00
googlecontainersmirrors/kube-addon-manager-amd64,googlecontainersmirrors/kube-addon-manager-amd64,googlecontainersmirrors/googlecontainersmirrors/kube-addon-manager-amd64,image,googlecontainersmirrors,nan,community,0,0,314,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:56:44.328479+00:00,2019-08-01 10:32:34.608693+00:00
googlefu/oscar-image,googlefu/oscar-image,googlefu/googlefu/oscar-image,image,googlefu,nan,community,0,0,311,community,not_certified,[],['Linux'],['x86-64'],nan,2020-06-16 16:47:29.543171+00:00,2020-06-30 15:22:36.580083+00:00
googlecontainersmirrors/debian-iptables-arm64,googlecontainersmirrors/debian-iptables-arm64,googlecontainersmirrors/googlecontainersmirrors/debian-iptables-arm64,image,googlecontainersmirrors,nan,community,0,0,309,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 11:05:14.684735+00:00,2019-11-14 11:28:11.972252+00:00
googlecontainersmirrors/kube-addon-manager-arm,googlecontainersmirrors/kube-addon-manager-arm,googlecontainersmirrors/googlecontainersmirrors/kube-addon-manager-arm,image,googlecontainersmirrors,nan,community,0,0,273,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 04:03:48.926245+00:00,2019-08-01 10:32:43.781450+00:00
googlecontainersmirrors/etcd-arm64,googlecontainersmirrors/etcd-arm64,googlecontainersmirrors/googlecontainersmirrors/etcd-arm64,image,googlecontainersmirrors,nan,community,0,0,251,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 13:26:24.274425+00:00,2018-03-21 01:49:24.174410+00:00
googlecontainersmirrors/pause-amd64,googlecontainersmirrors/pause-amd64,googlecontainersmirrors/googlecontainersmirrors/pause-amd64,image,googlecontainersmirrors,nan,community,0,0,269,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-17 18:47:25.493319+00:00,2018-03-17 18:47:33.965227+00:00
googlecontainersmirrors/debian-hyperkube-base-arm64,googlecontainersmirrors/debian-hyperkube-base-arm64,googlecontainersmirrors/googlecontainersmirrors/debian-hyperkube-base-arm64,image,googlecontainersmirrors,nan,community,0,0,280,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 10:45:49.698783+00:00,2018-03-22 06:07:52.229007+00:00
googlecontainersmirrors/elasticsearch,googlecontainersmirrors/elasticsearch,googlecontainersmirrors/googlecontainersmirrors/elasticsearch,image,googlecontainersmirrors,nan,community,0,0,268,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 12:47:57.680565+00:00,2018-08-23 07:20:48.082198+00:00
googlecontainersmirror/kube-scheduler,googlecontainersmirror/kube-scheduler,googlecontainersmirror/googlecontainersmirror/kube-scheduler,image,googlecontainersmirror,nan,community,0,1,248,community,not_certified,[],['Linux'],['x86-64'],nan,2020-04-07 09:41:32.092677+00:00,2020-07-22 07:19:57.474443+00:00
splatform/google-stackdriver-debugger,splatform/google-stackdriver-debugger,splatform/splatform/google-stackdriver-debugger,image,splatform,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2017-05-09 22:25:22.555663+00:00,2019-01-04 00:43:52.991933+00:00
christiandt/google-safebrowsing,christiandt/google-safebrowsing,christiandt/christiandt/google-safebrowsing,image,christiandt,Google Safe Browsing Server in a docker container,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2016-12-21 14:44:13.004677+00:00,2016-12-21 20:15:39.643363+00:00
googlecontainersmirrors/kube-addon-manager,googlecontainersmirrors/kube-addon-manager,googlecontainersmirrors/googlecontainersmirrors/kube-addon-manager,image,googlecontainersmirrors,nan,community,0,0,274,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:50:56.476360+00:00,2019-08-01 10:32:27.950280+00:00
googlecontainersmirrors/heapster-ppc64le,googlecontainersmirrors/heapster-ppc64le,googlecontainersmirrors/googlecontainersmirrors/heapster-ppc64le,image,googlecontainersmirrors,nan,community,0,0,269,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-15 01:22:46.659524+00:00,2018-08-07 07:14:04.369186+00:00
googlecontainersmirrors/k8s-dns-sidecar-ppc64le,googlecontainersmirrors/k8s-dns-sidecar-ppc64le,googlecontainersmirrors/googlecontainersmirrors/k8s-dns-sidecar-ppc64le,image,googlecontainersmirrors,nan,community,0,0,258,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:40:07.671912+00:00,2018-03-16 03:41:38.083259+00:00
googlecontainersmirrors/device-plugin-gpu,googlecontainersmirrors/device-plugin-gpu,googlecontainersmirrors/googlecontainersmirrors/device-plugin-gpu,image,googlecontainersmirrors,nan,community,0,0,254,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 12:23:44.290415+00:00,2018-03-14 12:40:51.918951+00:00
googlecontainersmirrors/nginx-slim-arm,googlecontainersmirrors/nginx-slim-arm,googlecontainersmirrors/googlecontainersmirrors/nginx-slim-arm,image,googlecontainersmirrors,nan,community,0,0,235,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-17 17:38:13.868569+00:00,2018-03-17 17:40:26.299674+00:00
cwmr/google-domains-ddns,cwmr/google-domains-ddns,cwmr/cwmr/google-domains-ddns,image,cwmr,nan,community,0,1,0,community,not_certified,[],['Linux'],"['arm', 'x86-64']",nan,2019-03-05 23:32:12.066376+00:00,2019-07-04 04:13:02.615647+00:00
googlecontainersmirror/coredns,googlecontainersmirror/coredns,googlecontainersmirror/googlecontainersmirror/coredns,image,googlecontainersmirror,nan,community,0,1,241,community,not_certified,[],['Linux'],['x86-64'],nan,2020-04-07 09:28:02.960973+00:00,2020-07-22 07:19:38.048826+00:00
googlecontainersmirrors/debian-iptables-s390x,googlecontainersmirrors/debian-iptables-s390x,googlecontainersmirrors/googlecontainersmirrors/debian-iptables-s390x,image,googlecontainersmirrors,nan,community,0,0,254,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 11:10:10.643498+00:00,2019-11-14 11:28:31.602236+00:00
googlecontainersmirrors/k8s-dns-sidecar-arm,googlecontainersmirrors/k8s-dns-sidecar-arm,googlecontainersmirrors/googlecontainersmirrors/k8s-dns-sidecar-arm,image,googlecontainersmirrors,nan,community,0,0,232,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 03:35:48.452811+00:00,2018-03-16 03:37:18.369661+00:00
kylecrawshaw/googler,kylecrawshaw/googler,kylecrawshaw/kylecrawshaw/googler,image,kylecrawshaw,Docker container to run googler   https://github.com/jarun/googler,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2016-09-18 17:40:10.272995+00:00,2016-09-26 16:43:29.565557+00:00
adhawk/google-pubsub-emulator,adhawk/google-pubsub-emulator,adhawk/adhawk/google-pubsub-emulator,image,adhawk,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-06-01 15:45:29.682900+00:00,2021-05-17 12:31:15.762489+00:00
jasonslay/googleddns,jasonslay/googleddns,jasonslay/jasonslay/googleddns,image,jasonslay,nan,community,0,0,0,community,not_certified,[],['Linux'],"['x86-64', 'arm64']",nan,2020-12-23 20:42:07.688571+00:00,2020-12-23 21:21:18.524506+00:00
elnebuloso/google-closure-compiler,elnebuloso/google-closure-compiler,elnebuloso/elnebuloso/google-closure-compiler,image,elnebuloso,Dockerized Google Closure Compiler,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-06-15 13:38:24.221350+00:00,2020-02-24 20:47:10.986729+00:00
googlecontainersmirrors/debian-hyperkube-base-arm,googlecontainersmirrors/debian-hyperkube-base-arm,googlecontainersmirrors/googlecontainersmirrors/debian-hyperkube-base-arm,image,googlecontainersmirrors,nan,community,0,0,217,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 10:41:44.031170+00:00,2018-03-22 06:07:17.971312+00:00
googlecontainersmirrors/kube-addon-manager-ppc64le,googlecontainersmirrors/kube-addon-manager-ppc64le,googlecontainersmirrors/googlecontainersmirrors/kube-addon-manager-ppc64le,image,googlecontainersmirrors,nan,community,0,0,234,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 04:15:39.752088+00:00,2019-08-01 10:33:04.212539+00:00
googlecontainersmirrors/federation-apiserver-arm64,googlecontainersmirrors/federation-apiserver-arm64,googlecontainersmirrors/googlecontainersmirrors/federation-apiserver-arm64,image,googlecontainersmirrors,nan,community,0,0,221,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-14 13:51:23.657142+00:00,2018-03-14 13:55:04.470101+00:00
googlecontainersmirror/etcd,googlecontainersmirror/etcd,googlecontainersmirror/googlecontainersmirror/etcd,image,googlecontainersmirror,nan,community,0,2,213,community,not_certified,[],['Linux'],['x86-64'],nan,2020-04-07 09:23:15.515206+00:00,2020-07-22 07:19:30.547420+00:00
ibmcom/ibmjava,ibmcom/ibmjava,IBM/ibmcom/ibmjava,image,IBM,"IBM® SDK, Java™ Technology Edition Docker Images",verified_publisher,0,20,0,verified_publisher,not_certified,[],[''],['x86-64'],https://secure.gravatar.com/avatar/3ec19e556669394d7d6a5dfdef853ad8.jpg?s=80&r=g&d=mm,2016-05-27 09:14:12.037989+00:00,2018-12-04 20:35:13.232331+00:00
sdkeji/glide,sdkeji/glide,sdkeji/sdkeji/glide,image,sdkeji,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-06-19 07:54:28.834377+00:00,2018-06-28 12:31:52.190166+00:00
openwrtorg/sdk,openwrtorg/sdk,openwrtorg/openwrtorg/sdk,image,openwrtorg,OpenWrt SDK to compile packages,community,0,22,0,community,not_certified,[],"['', 'Linux']",['x86-64'],nan,2019-07-09 13:01:11.138009+00:00,2022-04-11 04:28:16.927253+00:00
sdkman/vendor-proxy,sdkman/vendor-proxy,sdkman/sdkman/vendor-proxy,image,sdkman,A secure proxy fronting all SDKMAN! Vendor services.,community,0,0,647,community,not_certified,[],['Linux'],['x86-64'],nan,2016-05-14 11:03:54.379788+00:00,2021-08-08 11:37:49.587664+00:00
sdkman/sdkman-broadcast,sdkman/sdkman-broadcast,sdkman/sdkman/sdkman-broadcast,image,sdkman,The service used by SDKMAN! clients for broadcast messages.,community,0,0,428,community,not_certified,[],['Linux'],['x86-64'],nan,2016-04-16 14:58:45.383651+00:00,2021-08-08 12:33:23.702614+00:00
sdktr/netops-toolbox,sdktr/netops-toolbox,sdktr/sdktr/netops-toolbox,image,sdktr,nan,community,0,0,673,community,not_certified,[],['Linux'],['x86-64'],nan,2017-10-31 10:21:14.035171+00:00,2017-11-14 22:10:29.735149+00:00
sdkman/vendor-release,sdkman/vendor-release,sdkman/sdkman/vendor-release,image,sdkman,nan,community,0,0,506,community,not_certified,[],['Linux'],['x86-64'],nan,2016-05-25 10:30:16.784509+00:00,2022-02-22 08:49:44.783154+00:00
sdkman/vendor-announce,sdkman/vendor-announce,sdkman/sdkman/vendor-announce,image,sdkman,A service for SDKMAN! Vendors to Announce new releases.,community,0,0,290,community,not_certified,[],['Linux'],['x86-64'],nan,2016-05-14 10:31:19.670607+00:00,2021-08-08 11:53:16.973532+00:00
sdkdeepa/feed-service,sdkdeepa/feed-service,sdkdeepa/sdkdeepa/feed-service,image,sdkdeepa,nan,community,0,0,475,community,not_certified,[],['Linux'],['x86-64'],nan,2020-12-05 08:31:20.120752+00:00,2021-01-04 17:48:17.651723+00:00
sdkks/bionic-unminimized,sdkks/bionic-unminimized,sdkks/sdkks/bionic-unminimized,image,sdkks,nan,community,0,0,427,community,not_certified,[],['Linux'],['x86-64'],nan,2018-08-24 15:42:29.362982+00:00,2018-10-04 01:07:23.877769+00:00
fortanix/sdkms-nginx,fortanix/sdkms-nginx,fortanix/fortanix/sdkms-nginx,image,fortanix,Image for running Nginx web server with TLS certificate and private key stored in Fortanix SDKMS.,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2017-06-01 00:02:11.569645+00:00,2018-08-24 03:56:48.238458+00:00
dfinlab/sdk_beta_testnet,dfinlab/sdk_beta_testnet,dfinlab/dfinlab/sdk_beta_testnet,image,dfinlab,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2022-01-18 07:02:57.788864+00:00,2022-04-08 13:24:50.473389+00:00
openwrt/sdk,openwrt/sdk,openwrt/openwrt/sdk,image,openwrt,nan,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2021-02-25 06:16:25.901948+00:00,2022-04-11 04:28:20.952534+00:00
mojaloop/sdk-scheme-adapter,mojaloop/sdk-scheme-adapter,mojaloop/mojaloop/sdk-scheme-adapter,image,mojaloop,A scheme adapter that simplifies interfacing a DFSP backend system to a Mojaloop switch,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2019-08-23 10:17:13.672328+00:00,2022-03-18 13:43:20.183666+00:00
sdkdockerhub/sfdx_ant,sdkdockerhub/sfdx_ant,sdkdockerhub/sdkdockerhub/sfdx_ant,image,sdkdockerhub,nan,community,0,0,264,community,not_certified,[],['Linux'],['x86-64'],nan,2019-08-08 09:31:13.744614+00:00,2019-08-08 09:31:14.105093+00:00
zephyrprojectrtos/sdk-build,zephyrprojectrtos/sdk-build,zephyrprojectrtos/zephyrprojectrtos/sdk-build,image,zephyrprojectrtos,Env for SDK builds,community,0,0,0,community,not_certified,[],['Linux'],"['x86-64', 'arm64']",nan,2020-02-08 19:29:26.285470+00:00,2022-03-29 09:42:41.381004+00:00
iopsys/sdk-builder,iopsys/sdk-builder,iopsys/iopsys/sdk-builder,image,iopsys,iopsysWrt SDK Builder,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2020-05-07 08:34:09.000258+00:00,2022-03-11 10:34:01.202574+00:00
kuzzleio/sdk-cross,kuzzleio/sdk-cross,kuzzleio/kuzzleio/sdk-cross,image,kuzzleio,Custom cross compilation toolchain to build Kuzzle SDKs on each architecture,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-04-20 13:38:35.203785+00:00,2018-12-10 16:58:18.049127+00:00
cubos/sdkgen,cubos/sdkgen,cubos/cubos/sdkgen,image,cubos,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-07 17:04:20.142368+00:00,2020-05-08 01:36:06.386158+00:00
dfinlab/sdk_testnet,dfinlab/sdk_testnet,dfinlab/dfinlab/sdk_testnet,image,dfinlab,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2022-01-17 05:47:45.844388+00:00,2022-01-26 03:42:12.508739+00:00
restyled/sdk,restyled/sdk,restyled/restyled/sdk,image,restyled,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2020-12-23 18:46:37.851285+00:00,2021-11-24 16:05:12.401938+00:00
medigoid/sdk,medigoid/sdk,medigoid/medigoid/sdk,image,medigoid,Expressjs SDK,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2019-08-16 08:39:55.309719+00:00,2019-08-22 14:15:31.087362+00:00
sdkerlin/dmarc-visualizer,sdkerlin/dmarc-visualizer,sdkerlin/sdkerlin/dmarc-visualizer,image,sdkerlin,dmarc-visualizer,community,0,0,130,community,not_certified,[],['Linux'],['x86-64'],nan,2021-05-05 15:29:02.430592+00:00,2021-05-05 17:25:08.128363+00:00
sdkman/sdkman-db-cleanup,sdkman/sdkman-db-cleanup,sdkman/sdkman/sdkman-db-cleanup,image,sdkman,nan,community,0,0,90,community,not_certified,[],['Linux'],['x86-64'],nan,2018-03-16 22:49:38.221527+00:00,2018-03-24 00:24:05.254441+00:00
sdktr/proxnetbox,sdktr/proxnetbox,sdktr/sdktr/proxnetbox,image,sdktr,nan,community,0,0,124,community,not_certified,[],['Linux'],['x86-64'],nan,2021-06-25 10:13:58.471338+00:00,2021-09-01 13:20:29.296913+00:00
sdk322/goals-node,sdk322/goals-node,sdk322/sdk322/goals-node,image,sdk322,nan,community,0,0,112,community,not_certified,[],['Linux'],['x86-64'],nan,2021-03-31 11:06:25.419393+00:00,2021-03-31 11:28:39.364408+00:00
newbe36524/sdk,newbe36524/sdk,newbe36524/newbe36524/sdk,image,newbe36524,mirror for mcr.microsoft.com/dotnet/core/sdk,community,0,2,0,community,not_certified,[],"['Linux', 'Windows']","['x86-64', 'arm', 'arm64']",nan,2020-06-10 00:31:36.434277+00:00,2022-01-01 04:38:59.844874+00:00
sdkks/ubuntu-bionic-workstation,sdkks/ubuntu-bionic-workstation,sdkks/sdkks/ubuntu-bionic-workstation,image,sdkks,nan,community,0,0,108,community,not_certified,[],['Linux'],['x86-64'],nan,2019-06-22 02:55:50.642290+00:00,2020-06-27 13:02:09.054841+00:00
tendermintdev/sdk-proto-gen,tendermintdev/sdk-proto-gen,tendermintdev/tendermintdev/sdk-proto-gen,image,tendermintdev,nan,community,0,0,0,community,not_certified,[],['Linux'],"['x86-64', 'arm64']",nan,2020-11-11 17:57:32.977260+00:00,2022-03-26 22:43:34.083667+00:00
haechi/sdk-enclave,haechi/sdk-enclave,haechi/haechi/sdk-enclave,image,haechi,nan,community,0,1,0,community,not_certified,[],['Linux'],['x86-64'],nan,2020-03-27 02:26:09.409953+00:00,2021-04-22 01:38:12.845041+00:00
sdkawata/docker-test-new,sdkawata/docker-test-new,sdkawata/sdkawata/docker-test-new,image,sdkawata,docker test,community,0,0,84,community,not_certified,[],['Linux'],['x86-64'],nan,2016-09-21 00:45:08.339367+00:00,2016-09-21 00:47:32.005154+00:00
bigdft/sdk,bigdft/sdk,bigdft/bigdft/sdk,image,bigdft,BigDFT Software Development Kit,community,0,1,0,community,not_certified,[],"['', 'Linux']","['arm64', 'ppc64le', '', 'x86-64']",nan,2018-02-26 13:38:25.116289+00:00,2022-02-21 14:16:16.026912+00:00
kbase/sdkbase2,kbase/sdkbase2,kbase/kbase/sdkbase2,image,kbase,"Base image used in the kb_sdk repo (decoupled from kb_sdk repo). Works for Java, Python, Perl",community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2018-02-24 18:40:39.714586+00:00,2018-09-22 20:52:47.128479+00:00
sdkanse/discoveryserver,sdkanse/discoveryserver,sdkanse/sdkanse/discoveryserver,image,sdkanse,nan,community,0,0,78,community,not_certified,[],['Linux'],['x86-64'],nan,2020-05-06 11:12:44.012641+00:00,2020-08-25 07:22:18.333398+00:00
sdkanse/hrd_emp_fe,sdkanse/hrd_emp_fe,sdkanse/sdkanse/hrd_emp_fe,image,sdkanse,nan,community,0,0,73,community,not_certified,[],['Linux'],['x86-64'],nan,2020-05-06 11:20:41.086155+00:00,2020-08-25 07:22:47.398719+00:00
sdkdockerhub/sfdx-ant,sdkdockerhub/sfdx-ant,sdkdockerhub/sdkdockerhub/sfdx-ant,image,sdkdockerhub,nan,community,0,0,75,community,not_certified,[],['Linux'],['x86-64'],nan,2019-08-07 11:03:53.301113+00:00,2019-10-01 09:40:04.637901+00:00
smii/sdk_default,smii/sdk_default,smii/smii/sdk_default,image,smii,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2021-03-26 20:46:11.412248+00:00,2021-04-15 15:24:39.783373+00:00
sdkconsultoria/php-dev-serve,sdkconsultoria/php-dev-serve,sdkconsultoria/sdkconsultoria/php-dev-serve,image,sdkconsultoria,nan,community,0,0,71,community,not_certified,[],['Linux'],['x86-64'],nan,2020-09-19 14:30:20.110433+00:00,2022-03-15 19:49:53.085475+00:00
sdkanse/hrd_emp_be,sdkanse/hrd_emp_be,sdkanse/sdkanse/hrd_emp_be,image,sdkanse,nan,community,0,0,70,community,not_certified,[],['Linux'],['x86-64'],nan,2020-05-06 11:19:08.540138+00:00,2020-08-25 07:22:33.128740+00:00
sdkks/caddy-cloudflare,sdkks/caddy-cloudflare,sdkks/sdkks/caddy-cloudflare,image,sdkks,nan,community,0,0,67,community,not_certified,[],['Linux'],['x86-64'],nan,2018-09-29 06:25:17.760321+00:00,2018-09-29 06:39:08.301568+00:00
windowsimagemicrosoft/sdk-3.5-windowsservercore-ltsc2019,windowsimagemicrosoft/sdk-3.5-windowsservercore-ltsc2019,windowsimagemicrosoft/windowsimagemicrosoft/sdk-3.5-windowsservercore-ltsc2019,image,windowsimagemicrosoft,nan,community,0,0,0,community,not_certified,[],['Windows'],['x86-64'],nan,2020-08-30 09:10:19.662966+00:00,2020-09-15 08:14:16.094065+00:00
immortalwrt/sdk,immortalwrt/sdk,immortalwrt/immortalwrt/sdk,image,immortalwrt,nan,community,0,0,0,community,not_certified,[],['Linux'],['x86-64'],nan,2021-12-08 12:58:35.365987+00:00,2022-04-12 02:09:35.518616+00:00
